system:index,air_temp,elevation,lat,lng,lst,lulc,year,.geo
132,25.258976513936602,82,25.32020589992758,82.99261874895812,26.369346740000026,2,1996,"{""type"":""Point"",""coordinates"":[82.99261874895812,25.32020589992758]}"
133,25.21100054004961,76,25.380907836064495,83.1059170330605,21.925920740000038,2,1996,"{""type"":""Point"",""coordinates"":[83.1059170330605,25.380907836064495]}"
134,25.24328663272945,81,25.250562351383664,82.90478133170215,25.470407480000006,1,1996,"{""type"":""Point"",""coordinates"":[82.90478133170215,25.250562351383664]}"
135,25.22233446199607,85,25.261635165144124,82.75059939708959,18.080648240000016,2,1996,"{""type"":""Point"",""coordinates"":[82.75059939708959,25.261635165144124]}"
136,25.190340000309334,57,25.480708658972496,83.14859776187608,20.938112960000012,0,1996,"{""type"":""Point"",""coordinates"":[83.14859776187608,25.480708658972496]}"
137,25.152285946014217,82,25.508772409784527,82.80171673578413,22.847077130000002,3,1996,"{""type"":""Point"",""coordinates"":[82.80171673578413,25.508772409784527]}"
138,25.22233446199607,84,25.31253639122007,82.80631182566377,18.217369039999994,1,1996,"{""type"":""Point"",""coordinates"":[82.80631182566377,25.31253639122007]}"
139,25.1715757309031,83,25.435792893011428,82.85020980655149,24.195486020000033,3,1996,"{""type"":""Point"",""coordinates"":[82.85020980655149,25.435792893011428]}"
140,25.160620394144757,81,25.564238297018225,82.88888563503615,19.902452900000014,1,1996,"{""type"":""Point"",""coordinates"":[82.88888563503615,25.564238297018225]}"
141,25.22233446199607,82,25.31069599298339,82.83713811796183,19.27353721999998,3,1996,"{""type"":""Point"",""coordinates"":[82.83713811796183,25.31069599298339]}"
142,25.435389631088242,75,25.18390427997642,82.82754556936031,31.530556939999997,3,1996,"{""type"":""Point"",""coordinates"":[82.82754556936031,25.18390427997642]}"
143,25.14617083649648,80,25.389689817210215,82.81130186285988,24.434747420000008,3,1996,"{""type"":""Point"",""coordinates"":[82.81130186285988,25.389689817210215]}"
