system:index,air_temp,elevation,lat,lng,lst,lulc,year,.geo
56,18.482277895472805,84,25.287349452844722,82.7437209876413,25.258490240000015,1,2010,"{""type"":""Point"",""coordinates"":[82.7437209876413,25.287349452844722]}"
57,18.319897253111833,88,25.480161083237455,82.73843275461505,22.95474476000004,3,2010,"{""type"":""Point"",""coordinates"":[82.73843275461505,25.480161083237455]}"
58,18.43226931992399,79,25.39678249465104,83.08871049465844,25.20038390000002,2,2010,"{""type"":""Point"",""coordinates"":[83.08871049465844,25.39678249465104]}"
59,18.502159167874254,78,25.282547787489865,82.92458280631023,25.155949640000017,2,2010,"{""type"":""Point"",""coordinates"":[82.92458280631023,25.282547787489865]}"
60,18.438806863326874,75,25.396827311582626,83.17135737741341,25.57294808000006,2,2010,"{""type"":""Point"",""coordinates"":[83.17135737741341,25.396827311582626]}"
61,18.379378309899437,78,25.358330293492017,82.89742268982032,24.06901928000002,3,2010,"{""type"":""Point"",""coordinates"":[82.89742268982032,25.358330293492017]}"
62,18.357977940275646,80,25.515610577848445,83.0267115584765,24.632992580000007,3,2010,"{""type"":""Point"",""coordinates"":[83.0267115584765,25.515610577848445]}"
63,18.357977940275646,81,25.527014694962215,82.96277211818634,28.078356740000004,2,2010,"{""type"":""Point"",""coordinates"":[82.96277211818634,25.527014694962215]}"
64,18.53539642005842,85,25.343862712148297,82.97973347263704,21.943010840000056,2,2010,"{""type"":""Point"",""coordinates"":[82.97973347263704,25.343862712148297]}"
65,18.34876972594975,83,25.37261908474739,82.82767008199762,23.655438860000004,2,2010,"{""type"":""Point"",""coordinates"":[82.82767008199762,25.37261908474739]}"
66,18.53539642005842,82,25.317637724079464,82.96540644827535,27.565653740000016,0,2010,"{""type"":""Point"",""coordinates"":[82.96540644827535,25.317637724079464]}"
67,18.34057745164455,81,25.395099048681097,82.7230906656882,24.896180120000054,2,2010,"{""type"":""Point"",""coordinates"":[82.7230906656882,25.395099048681097]}"
68,18.502159167874254,81,25.30260148473464,82.85836657742038,24.188649980000037,3,2010,"{""type"":""Point"",""coordinates"":[82.85836657742038,25.30260148473464]}"
69,18.43226931992399,83,25.39533993106567,83.06936133460877,23.296546760000012,3,2010,"{""type"":""Point"",""coordinates"":[83.06936133460877,25.39533993106567]}"
70,18.502159167874254,82,25.290932718597492,82.89374523047466,22.900056440000014,3,2010,"{""type"":""Point"",""coordinates"":[82.89374523047466,25.290932718597492]}"
71,18.341232868590964,80,25.498768663375355,82.85270372949375,24.933778340000003,1,2010,"{""type"":""Point"",""coordinates"":[82.85270372949375,25.498768663375355]}"
72,18.683720162777888,81,25.234681173969378,82.89569931802306,23.82633986000002,3,2010,"{""type"":""Point"",""coordinates"":[82.89569931802306,25.234681173969378]}"
73,18.31658254097016,81,25.55746228692749,82.87602927972058,22.524074240000004,2,2010,"{""type"":""Point"",""coordinates"":[82.87602927972058,25.55746228692749]}"
74,18.34057745164455,84,25.35942730101868,82.71978450660241,23.617840640000054,1,2010,"{""type"":""Point"",""coordinates"":[82.71978450660241,25.35942730101868]}"
75,18.478559782513628,82,25.299110916874568,82.80162982891112,22.452295820000018,2,2010,"{""type"":""Point"",""coordinates"":[82.80162982891112,25.299110916874568]}"
76,18.41748699885551,80,25.4206663126043,82.99950858852785,22.476221960000032,1,2010,"{""type"":""Point"",""coordinates"":[82.99950858852785,25.4206663126043]}"
77,18.319897253111833,86,25.4627246123132,82.74262903870712,24.636410599999977,3,2010,"{""type"":""Point"",""coordinates"":[82.74262903870712,25.4627246123132]}"
78,18.438806863326874,65,25.416483380346538,83.18049579210916,24.096363440000005,0,2010,"{""type"":""Point"",""coordinates"":[83.18049579210916,25.416483380346538]}"
79,18.502159167874254,82,25.344832443922574,82.92156742281826,23.761397480000028,3,2010,"{""type"":""Point"",""coordinates"":[82.92156742281826,25.344832443922574]}"
80,18.31658254097016,83,25.565488432058398,82.89506294372607,24.769713379999985,1,2010,"{""type"":""Point"",""coordinates"":[82.89506294372607,25.565488432058398]}"
81,18.34057745164455,82,25.429358486089907,82.73628513551398,22.85904019999998,3,2010,"{""type"":""Point"",""coordinates"":[82.73628513551398,25.429358486089907]}"
82,18.482277895472805,83,25.291064900552886,82.72722001958374,24.462091579999992,1,2010,"{""type"":""Point"",""coordinates"":[82.72722001958374,25.291064900552886]}"
83,18.478559782513628,83,25.326426560316673,82.77985171209114,23.761397480000028,1,2010,"{""type"":""Point"",""coordinates"":[82.77985171209114,25.326426560316673]}"
84,18.482277895472805,84,25.30322501895484,82.69538190105831,25.95576632000001,1,2010,"{""type"":""Point"",""coordinates"":[82.69538190105831,25.30322501895484]}"
85,18.34876972594975,85,25.351755459798937,82.78772939655738,22.312157000000013,2,2010,"{""type"":""Point"",""coordinates"":[82.78772939655738,25.351755459798937]}"
86,18.53539642005842,84,25.293522192009917,82.99488788368365,22.951326740000013,0,2010,"{""type"":""Point"",""coordinates"":[82.99488788368365,25.293522192009917]}"
87,18.502159167874254,73,25.3280208254836,82.94154852062165,22.363427300000012,2,2010,"{""type"":""Point"",""coordinates"":[82.94154852062165,25.3280208254836]}"
88,18.482277895472805,84,25.32625974464352,82.70445705172371,26.612026160000028,2,2010,"{""type"":""Point"",""coordinates"":[82.70445705172371,25.32625974464352]}"
89,18.478559782513628,83,25.272621637128776,82.75259204736263,26.434289120000017,1,2010,"{""type"":""Point"",""coordinates"":[82.75259204736263,25.272621637128776]}"
90,18.41748699885551,79,25.403693832764226,82.97610556538095,24.745787240000027,3,2010,"{""type"":""Point"",""coordinates"":[82.97610556538095,25.403693832764226]}"
91,18.53539642005842,76,25.337115371692562,83.04288313182221,21.768691820000015,2,2010,"{""type"":""Point"",""coordinates"":[83.04288313182221,25.337115371692562]}"
92,18.319897253111833,84,25.460612941718328,82.74528094637446,27.046114700000032,1,2010,"{""type"":""Point"",""coordinates"":[82.74528094637446,25.460612941718328]}"
93,18.319897253111833,85,25.497684502941755,82.73469943350428,25.186711820000028,1,2010,"{""type"":""Point"",""coordinates"":[82.73469943350428,25.497684502941755]}"
94,18.696464478414043,84,25.202513154176245,82.82202945916198,23.877610160000017,1,2010,"{""type"":""Point"",""coordinates"":[82.82202945916198,25.202513154176245]}"
95,18.502159167874254,82,25.258358844270585,82.90836005522928,24.260428400000023,2,2010,"{""type"":""Point"",""coordinates"":[82.90836005522928,25.258358844270585]}"
96,18.341232868590964,79,25.50888809248032,82.85327055447154,24.144215720000034,3,2010,"{""type"":""Point"",""coordinates"":[82.85327055447154,25.50888809248032]}"
97,18.482277895472805,83,25.283808143550964,82.69692746935173,25.31659658000001,1,2010,"{""type"":""Point"",""coordinates"":[82.69692746935173,25.283808143550964]}"
98,18.34876972594975,81,25.351429592000095,82.8038045182318,24.732115160000035,1,2010,"{""type"":""Point"",""coordinates"":[82.8038045182318,25.351429592000095]}"
99,18.379378309899437,82,25.44693837724312,82.86577835762834,23.634930740000016,3,2010,"{""type"":""Point"",""coordinates"":[82.86577835762834,25.44693837724312]}"
100,18.319897253111833,85,25.491214892002013,82.71473234078141,26.287314260000016,2,2010,"{""type"":""Point"",""coordinates"":[82.71473234078141,25.491214892002013]}"
101,18.43226931992399,81,25.42065509426576,83.05511974577995,27.28195807999998,2,2010,"{""type"":""Point"",""coordinates"":[83.05511974577995,25.42065509426576]}"
102,18.696464478414043,75,25.198269369551895,82.78950957864497,26.140339400000016,2,2010,"{""type"":""Point"",""coordinates"":[82.78950957864497,25.198269369551895]}"
103,18.43226931992399,78,25.379785813824558,83.07885547967896,24.909852200000046,2,2010,"{""type"":""Point"",""coordinates"":[83.07885547967896,25.379785813824558]}"
104,18.478559782513628,81,25.261119726707165,82.82795826241934,23.92204442000002,1,2010,"{""type"":""Point"",""coordinates"":[82.82795826241934,25.261119726707165]}"
105,18.478559782513628,81,25.285217394785576,82.84479854705252,25.42939124000003,1,2010,"{""type"":""Point"",""coordinates"":[82.84479854705252,25.285217394785576]}"
106,18.34876972594975,76,25.386633261359684,82.7830999130056,26.57442794000002,2,2010,"{""type"":""Point"",""coordinates"":[82.7830999130056,25.386633261359684]}"
107,18.327785882984074,82,25.516781397895485,82.79224879045117,26.752164980000032,3,2010,"{""type"":""Point"",""coordinates"":[82.79224879045117,25.516781397895485]}"
108,18.683720162777888,84,25.240642428836725,82.85509991509413,23.02310516,1,2010,"{""type"":""Point"",""coordinates"":[82.85509991509413,25.240642428836725]}"
109,18.357977940275646,81,25.545047468710628,83.00869194106697,23.235022400000048,3,2010,"{""type"":""Point"",""coordinates"":[83.00869194106697,25.545047468710628]}"
110,18.379378309899437,83,25.419261848926872,82.85059798166574,25.008974780000017,2,2010,"{""type"":""Point"",""coordinates"":[82.85059798166574,25.419261848926872]}"
111,18.357977940275646,78,25.528567908114983,83.02141193000604,25.501169660000016,1,2010,"{""type"":""Point"",""coordinates"":[83.02141193000604,25.528567908114983]}"
112,18.391439206796747,68,25.503345707676694,83.15547660086445,26.16768356,3,2010,"{""type"":""Point"",""coordinates"":[83.15547660086445,25.503345707676694]}"
113,18.341232868590964,84,25.452179783611943,82.89758825227514,21.31751317999999,1,2010,"{""type"":""Point"",""coordinates"":[82.89758825227514,25.452179783611943]}"
114,18.41748699885551,79,25.449260708249682,83.01023437507187,22.647122960000047,3,2010,"{""type"":""Point"",""coordinates"":[83.01023437507187,25.449260708249682]}"
115,18.370048462789157,78,25.514445155087802,83.1167191931723,23.409341420000032,3,2010,"{""type"":""Point"",""coordinates"":[83.1167191931723,25.514445155087802]}"
116,18.370048462789157,77,25.45967889890071,83.0612528851118,23.959642640000027,3,2010,"{""type"":""Point"",""coordinates"":[83.0612528851118,25.45967889890071]}"
117,18.43226931992399,80,25.395273033225955,83.08717534471612,27.729718700000035,1,2010,"{""type"":""Point"",""coordinates"":[83.08717534471612,25.395273033225955]}"
118,18.379378309899437,80,25.40679829468498,82.94759034509444,24.356132960000025,2,2010,"{""type"":""Point"",""coordinates"":[82.94759034509444,25.40679829468498]}"
119,18.327785882984074,84,25.495430504412994,82.74995747830663,27.124729160000015,2,2010,"{""type"":""Point"",""coordinates"":[82.74995747830663,25.495430504412994]}"
120,18.502159167874254,81,25.349224726785142,82.90403610979652,23.621258660000024,2,2010,"{""type"":""Point"",""coordinates"":[82.90403610979652,25.349224726785142]}"
121,18.478559782513628,81,25.276666909941685,82.82854926495912,25.2858344,3,2010,"{""type"":""Point"",""coordinates"":[82.82854926495912,25.276666909941685]}"
122,18.683720162777888,76,25.22868599242402,82.90288707582596,23.834884910000028,3,2010,"{""type"":""Point"",""coordinates"":[82.90288707582596,25.22868599242402]}"
123,18.379378309899437,83,25.38307471920176,82.90621005372074,24.231375230000026,2,2010,"{""type"":""Point"",""coordinates"":[82.90621005372074,25.38307471920176]}"
124,18.357977940275646,80,25.539285196517117,83.0079981236589,25.306342520000044,3,2010,"{""type"":""Point"",""coordinates"":[83.0079981236589,25.539285196517117]}"
125,18.319897253111833,86,25.456772089416557,82.72826548883002,26.34542060000001,3,2010,"{""type"":""Point"",""coordinates"":[82.72826548883002,25.456772089416557]}"
126,18.502159167874254,78,25.265487913524336,82.8999749471495,22.47963998,3,2010,"{""type"":""Point"",""coordinates"":[82.8999749471495,25.265487913524336]}"
127,18.41748699885551,78,25.42731801916907,83.01971402228966,26.485559420000016,3,2010,"{""type"":""Point"",""coordinates"":[83.01971402228966,25.42731801916907]}"
128,18.327785882984074,82,25.450848732428774,82.7733608442322,22.606106720000014,3,2010,"{""type"":""Point"",""coordinates"":[82.7733608442322,25.450848732428774]}"
129,18.41748699885551,80,25.35041910993861,82.97192797785978,22.44545978000002,2,2010,"{""type"":""Point"",""coordinates"":[82.97192797785978,25.35041910993861]}"
130,18.379378309899437,74,25.388027095796236,82.85369352363804,24.31340770999998,2,2010,"{""type"":""Point"",""coordinates"":[82.85369352363804,25.388027095796236]}"
131,18.502159167874254,82,25.259412192741838,82.86323653256967,23.604168560000005,3,2010,"{""type"":""Point"",""coordinates"":[82.86323653256967,25.259412192741838]}"
132,18.53539642005842,82,25.320205899928094,82.99261874895872,22.606106720000014,2,2010,"{""type"":""Point"",""coordinates"":[82.99261874895872,25.320205899928094]}"
133,18.43226931992399,76,25.38090783607754,83.10591703307021,24.981630620000033,1,2010,"{""type"":""Point"",""coordinates"":[83.10591703307021,25.38090783607754]}"
134,18.502159167874254,81,25.250562351384463,82.90478133170069,22.671049100000005,2,2010,"{""type"":""Point"",""coordinates"":[82.90478133170069,25.250562351384463]}"
135,18.478559782513628,85,25.26163516515079,82.75059939717278,22.744536530000005,2,2010,"{""type"":""Point"",""coordinates"":[82.75059939717278,25.26163516515079]}"
136,18.370048462789157,57,25.480708658972496,83.14859776187608,20.95520306000003,0,2010,"{""type"":""Point"",""coordinates"":[83.14859776187608,25.480708658972496]}"
137,18.327785882984074,82,25.508772409815307,82.80171673579433,24.212576119999994,3,2010,"{""type"":""Point"",""coordinates"":[82.80171673579433,25.508772409815307]}"
138,18.478559782513628,84,25.31253639121997,82.80631182566594,22.370263340000008,3,2010,"{""type"":""Point"",""coordinates"":[82.80631182566594,25.31253639121997]}"
139,18.379378309899437,83,25.435792893011428,82.85020980655149,26.222371880000026,3,2010,"{""type"":""Point"",""coordinates"":[82.85020980655149,25.435792893011428]}"
140,18.31658254097016,81,25.564238297016548,82.88888563503549,25.374702920000004,3,2010,"{""type"":""Point"",""coordinates"":[82.88888563503549,25.564238297016548]}"
141,18.478559782513628,82,25.31069599298892,82.8371381179647,24.41082128000005,3,2010,"{""type"":""Point"",""coordinates"":[82.8371381179647,25.31069599298892]}"
142,18.696464478414043,75,25.18390427997642,82.82754556936031,26.641079330000025,2,2010,"{""type"":""Point"",""coordinates"":[82.82754556936031,25.18390427997642]}"
143,18.34876972594975,80,25.38968981720203,82.81130186285431,24.260428400000023,3,2010,"{""type"":""Point"",""coordinates"":[82.81130186285431,25.38968981720203]}"
144,18.683720162777888,78,25.223112392769583,82.89189879425936,25.318305590000023,2,2010,"{""type"":""Point"",""coordinates"":[82.89189879425936,25.223112392769583]}"
145,18.502159167874254,80,25.260852389979462,82.90687578363413,23.590496480000013,1,2010,"{""type"":""Point"",""coordinates"":[82.90687578363413,25.260852389979462]}"
146,18.478559782513628,82,25.26329083172782,82.80685655849564,24.793639520000056,2,2010,"{""type"":""Point"",""coordinates"":[82.80685655849564,25.26329083172782]}"
147,18.502159167874254,80,25.279631974489845,82.91393783076438,23.522136079999996,3,2010,"{""type"":""Point"",""coordinates"":[82.91393783076438,25.279631974489845]}"
148,18.41748699885551,77,25.398674860441428,82.9941581282477,22.735991480000052,1,2010,"{""type"":""Point"",""coordinates"":[82.9941581282477,25.398674860441428]}"
149,18.684113937979646,76,25.22282368505912,83.00659527121648,23.122227740000028,3,2010,"{""type"":""Point"",""coordinates"":[83.00659527121648,25.22282368505912]}"
150,18.684113937979646,83,25.24289742999479,82.97235954241357,23.535808159999988,1,2010,"{""type"":""Point"",""coordinates"":[82.97235954241357,25.24289742999479]}"
151,18.41748699885551,82,25.382986838398356,83.03366117152358,26.30782238000006,3,2010,"{""type"":""Point"",""coordinates"":[83.03366117152358,25.382986838398356]}"
152,18.683720162777888,82,25.23207550661868,82.88395001305109,23.351235080000038,3,2010,"{""type"":""Point"",""coordinates"":[82.88395001305109,25.23207550661868]}"
153,18.502159167874254,79,25.25147291780587,82.91532197196395,25.93525820000002,2,2010,"{""type"":""Point"",""coordinates"":[82.91532197196395,25.25147291780587]}"
154,18.379378309899437,73,25.36980998827198,82.89081501051717,26.622280219999993,2,2010,"{""type"":""Point"",""coordinates"":[82.89081501051717,25.36980998827198]}"
155,18.683720162777888,81,25.24774000163694,82.89581680694276,24.848327840000024,1,2010,"{""type"":""Point"",""coordinates"":[82.89581680694276,25.24774000163694]}"
156,18.478559782513628,83,25.273314053447486,82.77829821620047,24.34929692000003,2,2010,"{""type"":""Point"",""coordinates"":[82.77829821620047,25.273314053447486]}"
157,18.41748699885551,80,25.382236862717104,83.0347047066307,26.78976320000004,1,2010,"{""type"":""Point"",""coordinates"":[83.0347047066307,25.382236862717104]}"
158,18.41748699885551,82,25.35746873516055,82.98450480462861,21.997699160000025,2,2010,"{""type"":""Point"",""coordinates"":[82.98450480462861,25.35746873516055]}"
159,18.357977940275646,80,25.456165263397608,82.99501043544649,23.515300040000056,3,2010,"{""type"":""Point"",""coordinates"":[82.99501043544649,25.456165263397608]}"
160,18.43226931992399,77,25.39642926974833,83.09924318006085,25.907914040000037,1,2010,"{""type"":""Point"",""coordinates"":[83.09924318006085,25.39642926974833]}"
161,18.502159167874254,80,25.338815890328238,82.92403742578615,23.074375460000056,3,2010,"{""type"":""Point"",""coordinates"":[82.92403742578615,25.338815890328238]}"
162,18.53539642005842,82,25.30405901514774,82.97460097227756,23.392251320000014,2,2010,"{""type"":""Point"",""coordinates"":[82.97460097227756,25.30405901514774]}"
163,18.478559782513628,83,25.261024119932088,82.79008799163026,24.844909819999998,3,2010,"{""type"":""Point"",""coordinates"":[82.79008799163026,25.261024119932088]}"
164,18.327785882984074,82,25.549932435588275,82.80687438982211,25.887405919999992,2,2010,"{""type"":""Point"",""coordinates"":[82.80687438982211,25.549932435588275]}"
165,18.502159167874254,79,25.250180704417513,82.88409189541207,24.26384642000005,2,2010,"{""type"":""Point"",""coordinates"":[82.88409189541207,25.250180704417513]}"
166,18.482277895472805,85,25.259251861840536,82.68749946006047,24.30998969000001,1,2010,"{""type"":""Point"",""coordinates"":[82.68749946006047,25.259251861840536]}"
167,18.478559782513628,85,25.33238175094771,82.80463588514915,22.387353440000027,3,2010,"{""type"":""Point"",""coordinates"":[82.80463588514915,25.33238175094771]}"
168,18.391439206796747,70,25.51641690475845,83.1682616032554,27.75706286000002,1,2010,"{""type"":""Point"",""coordinates"":[83.1682616032554,25.51641690475845]}"
169,18.341232868590964,83,25.493949341516903,82.87608674108216,22.483058000000028,1,2010,"{""type"":""Point"",""coordinates"":[82.87608674108216,25.493949341516903]}"
170,18.696464478414043,82,25.238207974477596,82.84867061409983,25.272162320000007,3,2010,"{""type"":""Point"",""coordinates"":[82.84867061409983,25.238207974477596]}"
171,18.327785882984074,80,25.45902671641122,82.76898391610301,27.247777880000058,1,2010,"{""type"":""Point"",""coordinates"":[82.76898391610301,25.45902671641122]}"
172,18.502159167874254,78,25.309663823097324,82.90979920766055,25.08417122000003,2,2010,"{""type"":""Point"",""coordinates"":[82.90979920766055,25.309663823097324]}"
173,18.341232868590964,82,25.471303917756547,82.90133761776761,22.42836968000006,3,2010,"{""type"":""Point"",""coordinates"":[82.90133761776761,25.471303917756547]}"
174,18.34876972594975,82,25.408331585109963,82.79825579537464,28.44066686000002,3,2010,"{""type"":""Point"",""coordinates"":[82.79825579537464,25.408331585109963]}"
175,18.370048462789157,79,25.50341210288839,83.13066355244631,23.467447760000027,3,2010,"{""type"":""Point"",""coordinates"":[83.13066355244631,25.50341210288839]}"
